Артикул;Наименование;Цена;Наличие;Ссылка на товар
код: 21002529;Аккумуляторная самоходная газонокосилка WORX 40 В, АКБ 4 А*ч х2, ЗУ 2А х2 WG749E;"
    57 590 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16482452;Аккумуляторная газонокосилка STIGA COMBI 950 SQ AE 294507898/ST1;"
    54 662 р.

    ";"
    В наличии
    2
    шт.
  ";Нет информации
код: 21172384;Триммер для травы Beroma 07701923;"
    831 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16319723;Аккумуляторная газонокосилка Honda HRG 466 XB HRG466XBSEEA;"
    70 929 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 21908776;Аккумуляторные ножницы для травы и кустов Bosch EasyShear 0600833303;"
    4 296 р.

    ";"
    В наличии
    4
    шт.
  ";Нет информации
код: 20462734;Аккумуляторные ножницы Bosch ISIO 0600833109;"
    7 204 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16127054;Аккумуляторная газонокосилка Einhell PXC GE-CM 18/30 Li 3413155;"
    17 830 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16045418;Аккумуляторная газонокосилка WORX 40В, 2х2.5 Ач, двойное ЗУ 2x2A WG779E;"
    20 699 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 15857592;Аккумуляторный триммер Makita LXT DUR189Z;"
    15 238 р.

    ";"
    В наличии
    2
    шт.
  ";Нет информации
код: 20462506;Аккумуляторные ножницы для травы Bosch ISIO 0600833106;"
    4 658 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 15612160;Воздуходувка Makita DUB362Z;"
    19 301 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16609880;Аккумуляторная газонокосилка Einhell PXC GE-CM 36-47 S HW Li 4x4.0 А*ч 3413200;"
    39 900 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 18571309;Аккумуляторные ножницы-кусторез Einhell GE-CG 12 Li WT 3410411;"
    6 900 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 16451700;Аккумуляторный триммер WORX 40В, 2х2.0 А*ч, двойное ЗУ 2x2A WG184E;"
    17 160 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 15860708;Аккумуляторные ножницы для травы GARDENA ClassicCut Li 09855-20.000.00;"
    7 629 р.

    ";"
    В наличии
    > 100
    шт.
  ";Нет информации
код: 15860706;Аккумуляторные ножницы для травы GARDENA ClassicCut Li 09853-20.000.00;"
    5 938 р.

    ";"
    В наличии
    > 100
    шт.
  ";Нет информации
код: 16101433;Аккумуляторная воздуходувка Makita DUB363ZV;"
    27 822 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 20370364;Аккумуляторный кусторез Black+Decker 36 В BCHTS36B-XJ;"
    11 990 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 19472100;Аккумуляторная коса Makita LXT BL 2х18 В DUR368LZ;"
    21 679 р.

    ";"
    В наличии
    3
    шт.
  ";Нет информации
код: 15860705;Аккумуляторные ножницы для газонов GARDENA AccuCut Li с 2 ножами 09852-32.000.00;"
    4 948 р.

    ";"
    В наличии
    > 100
    шт.
  ";Нет информации
код: 20370730;Цепная аккумуляторная пила Black+Decker 18 В, Li-Ion, 5.0 А*ч GKC1825L50-QW;"
    14 990 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
код: 20462524;Аккумуляторные ножницы Bosch AdvancedShear 18V-10 0600857001;"
    7 249 р.

    ";"
    В наличии
    1
    шт.
  ";Нет информации
